rowid,date,client,bank,rating,review,sentiment,service,issue
965,2024-02-09 09:29:14,Android,Trust,2.0,Almost everytime the scan to pay service unable to read the qr code. I got no problem using other bank app for scan to pay. Please fix the issue.,Negative,App,Technical glitches
966,2024-02-08 15:52:28,Android,Trust,1.0,App having problem transferring or paynow. Caller the hotline and Trust team informed me to try again in 24 hrs' time. Shouldn't Trust bank inform of a glitch and also send a notification to user once the bug had been fixed rather than asking us to try 24hrs later? The trust bank team replied that they are unable to do it. It's 24 hrs to CNY and Trust bank screw up big time. DBS CEO took a 30% payout for their glitch. Please tell your CEO to have some dignity and lead by example as well.,Negative,App,Other
967,2024-02-08 14:11:41,Android,Trust,3.0,App crushed. Can't transfer money. Please solve it ASAP. People need to spend money for cny,Negative,Banking,Technical glitches
968,2024-02-08 06:12:01,Android,Trust,5.0,GREAT !,Positive,App,-
969,2024-02-07 00:32:41,Android,Trust,2.0,Cannot add card to Samsung Pay and add as transport card.,Negative,App,Difficulty applying credit card
970,2024-02-06 16:08:50,Android,Trust,1.0,My app crashed for the first time .trying login using singpass..then go back to square one,Negative,App,Technical glitches
971,2024-02-06 13:36:26,Android,Trust,1.0,"I am very unhappy with the ""trust"" app that I have installed on my phone. It is supposed to help me manage my finances and security, but it keeps crashing every time I try to use it. I have updated the app several times, but the problem persists. This is unacceptable and frustrating. I need a remedy for this issue immediately, or I will uninstall the app and look for a better alternative. App is not reliable or ""trust""worthy at all. used in app chat as advised and the live agent wasn't of help",Negative,Banking,Technical glitches
972,2024-02-05 13:36:17,Android,Trust,3.0,Version 1.23.0 couldn't open at all; it got stuck in blue screen (of death). However reinstalling fixed it.,Negative,App,Technical glitches
973,2024-02-05 09:12:29,Android,Trust,4.0,"After a long time, I finally succumbed to this trust app as I've been using ntuc. So far, the interface is clear and simple to use.",Positive,App,-
974,2024-02-05 06:06:24,Android,Trust,5.0,Like this apps so much as so much cash back and vouchers,Positive,App,-
975,2024-02-04 03:46:16,Android,Trust,3.0,"Hi Dev, I received a notification about a deal from Trust Bank. When I clicked on the notification, it prompt to login into Trust app. But after loging in, I could not see or find the deal. Please advise.",Neutral,App,Other
976,2024-02-04 01:57:06,Android,Trust,3.0,"System is better now. Rewards can be better. Confusing reward system. Negotiate with merchants for immediate discounts if we use the card, please.",Neutral,App,Other
977,2024-02-03 07:39:04,Android,Trust,5.0,"cannot download this app prompted something went wrong,.",Negative,App,Registration and setup
978,2024-02-02 10:02:10,Android,Trust,2.0,This app used to be working in harmony with Norton 360 but lately it's broken. It has been asking me to uninstall or turn off accessibility for Norton 360 before I can use it. Can the developers of this app do something about it. This is very annoying as I have to keep disabling and enabling Norton 360 whenever I use the TRUST Bank app.,Negative,App,Other
979,2024-02-02 08:00:17,Android,Trust,1.0,Past few days I recvd message 'Trust app not responding' every time I logged in. Called customer service and they said it's my hp problem. But I have no issues with any other apps or banking apps. He couldn't resolve my problem.,Negative,App,Technical glitches
980,2024-02-01 15:40:14,Android,Trust,2.0,Can you guys properly white-list the application for accessibility settings before saying they are malware applications? You guys block Norton 360 and Microsoft Authenticator in the application without properly checking.,Neutral,App,Other
981,2024-02-01 09:55:07,Android,Trust,1.0,"The way the count purchase to the accumulated links rewards is depend on merchant posting date. So you can spend all you want in thr month but still can loos all accumulated rewards if the merchant decides to post yout purchase the next month. Really stupid policy. By the way the card charges you even if merchant does not post the purchase yet. If finish spending 10 days before. Might as well say spend within the first 20 days of month. I talk to ur service, reply is basically too bad :(",Neutral,App,Other
982,2024-02-01 02:44:11,Android,Trust,1.0,absolutely pathetic... flagged out genuine and perfectly safe apps and refuse to run instead of minding its own business... if the trust app is worried about rogue applications then trust should beef up its own security instead and be unpenentrable by rogue apps instead of taking the short cut out and block 3rd party apps... and adding salt on the wound it forces u to enable app notifications and it is so intrusive to suddenly receive marketing campaign when i am busy... have cancelled my card..,Negative,Banking,Other
983,2024-01-31 17:29:18,Android,Trust,1.0,Scam app money is not getting sanctioned and always showing pending after submission of documents using for documents collection nothing else,Negative,Banking,Other
984,2024-01-31 13:32:09,Android,Trust,5.0,Easy to use. Good currency exchange rate.,Positive,App,-
985,2024-01-31 10:53:03,Android,Trust,1.0,"There is a lot of irrelevant ads.And the interface is so worse ,it's confusing and not at all user freindly",Negative,App,UI/UX
986,2024-01-31 08:46:24,Android,Trust,1.0,"As compare to other banks, trust bank sg's Interst rate are burden. When I called to enquire their customers services are very bad.",Neutral,Banking,Interest rate concerns
987,2024-01-31 08:40:51,Android,Trust,1.0,Trust bank SG is the most waste app in playstore.don't download this and don't loss your storage,Negative,App,Other
988,2024-01-31 08:28:34,Android,Trust,1.0,This bank is good but although it's processing function is really slow .very disappointed .,Neutral,Banking,Long wait times
989,2024-01-31 08:24:37,Android,Trust,1.0,Trust bank app is nothing but a fraud app don't use this app just waste of time,Negative,Banking,Other
990,2024-01-31 08:24:14,Android,Trust,1.0,This app is not working and it's don't download is net loss and fake app,Negative,App,Other
991,2024-01-31 08:23:32,Android,Trust,1.0,This app! Not good app dumb app it is.Had to redo this multiple times.don't dowload this app.,Negative,App,Registration and setup
992,2024-01-31 08:18:19,Android,Trust,1.0,Very much disappointed with this app Just time waste. When it comes to online digital banking also it's useless,Negative,App,Other
993,2024-01-31 08:17:53,Android,Trust,1.0,One of the worst application.so much bugs and irritating interface.Try to avoid.,Negative,App,User interface and design
994,2024-01-31 08:16:25,Android,Trust,1.0,This is one of the worst app that I have used. This app contains many bugs and gets stuck when we are using.,Negative,App,Technical glitches
995,2024-01-31 08:14:20,Android,Trust,1.0,"I know security is very important, but asking to disable a third party accessibility app with no way to set exceptions is just lazy coding. After logging in and setting 2 types of pin, for some random reason, the next time I access the app,it's asking to log in again... and set a new unique pin. In a day, I have to go through this cycle every time I want to access the app Security for the app is too tight to make it even remotely useful for everyday use.",Neutral,App,Login issues
996,2024-01-31 08:13:56,Android,Trust,1.0,"App is frustratingly slow and prone to frequent crashes, making banking tasks an exasperating experience. The user interface is also outdated and lacks user-friendly features.",Negative,App,"Ui/ux, technical glitches"
997,2024-01-31 08:12:55,Android,Trust,1.0,This app is useless transactio. Often ask me to redirect the issue to the merchant instead since Trust cannot provide the refund as they have made the transaction.This app is not trustable,Negative,App,Other
998,2024-01-31 08:10:36,Android,Trust,1.0,"Trust Bank SG's app is a mess – outdated, glitchy, and unhelpful.",Negative,App,Other
999,2024-01-31 08:09:19,Android,Trust,1.0,The worst app i ever seen and not recommended verybad app,Negative,App,Other
1000,2024-01-31 08:07:29,Android,Trust,1.0,Worst app that i had used.. Not getting even proper otp to login...,Negative,App,Login issues
1001,2024-01-31 08:06:05,Android,Trust,1.0,"I am very disappointed with the app.I am very unhappy with the Trust app.I have updated the app several time, but the problems persists.I need a remedy for this issue immediately.",Negative,App,Technical glitches
1002,2024-01-31 08:05:23,Android,Trust,1.0,"Don't trust guys the app is very annoying and had bad interface, it's not a useful app",Negative,App,UI/UX
1003,2024-01-31 08:05:22,Android,Trust,1.0,Most wierd and worst app. Don't wanna use this.,Negative,App,Other
1004,2024-01-31 08:05:13,Android,Trust,1.0,Wrost app for money sharing the service is really bad and the servere sucks and the customer care service is also really bad 😞,Negative,App,Other
1005,2024-01-31 08:03:26,Android,Trust,1.0,Very bad application. I will not recommend this application. Very much unsatisfactied,Negative,App,Other
1006,2024-01-31 08:01:17,Android,Trust,1.0,Very bad application in the play store. I not recement trust bank sg app,Negative,App,Other
1007,2024-01-31 07:59:54,Android,Trust,1.0,there are lot of login issues can't login properly. unable to use card for payment very disappointed.,Negative,App,Login issues
1008,2024-01-31 07:59:43,Android,Trust,1.0,Below average app .... its app theme like not comfortable....I think that it's fake... I am not suggesting for any body,Negative,App,Other
1009,2024-01-31 07:58:45,Android,Trust,1.0,This is a worst app I have seen. Very bad experience and pitty shame On developers.Ui is also very bad.,Negative,App,UI/UX
1010,2024-01-31 07:58:19,Android,Trust,1.0,One of the top reasons that apps performance is very poor and bug issues,Neutral,App,Registration and setup
1011,2024-01-31 07:57:09,Android,Trust,1.0,This app is no good to use. Transaction handling is useless. More advertisement . Iam very unhappy with this app,Negative,App,Other
1012,2024-01-31 07:56:23,Android,Trust,1.0,Doesn't liked this app. Bad app. Doesn't seem to be genuine. I am not satisfied with this app.,Negative,App,Other
1013,2024-01-31 07:56:16,Android,Trust,1.0,One of the worst banking related application that we can now seen in playstore. It user interface and the customer service system is really bad and annoying.,Negative,Banking,UI/UX
1014,2024-01-31 07:56:09,Android,Trust,1.0,Worst app I have ever used . This guy's are fraud. Don't try this app,Negative,App,Other
1015,2024-01-31 07:55:51,Android,Trust,1.0,This app not working properly so that this a flopp and not a nice appp .,Negative,App,Technical glitches
1016,2024-01-31 07:55:18,Android,Trust,1.0,"This App is Buggy interface makes sending money a frustrating guessing game.Unable to resolve simple issues through the app chat, forced to call.Long wait times and unhelpful responses from customer support.",Negative,App,"User interface and design issues, technical glitches, long wait times, unhelpful responses from customer support"
