rowid,date,client,bank,rating,review,developer_response
129,2024-02-01 10:44:11,Android,Trust,1.0,absolutely pathetic... flagged out genuine and perfectly safe apps and refuse to run instead of minding its own business... if the trust app is worried about rogue applications then trust should beef up its own security instead and be unpenentrable by rogue apps instead of taking the short cut out and block 3rd party apps... and adding salt on the wound it forces u to enable app notifications and it is so intrusive to suddenly receive marketing campaign when i am busy... have cancelled my card..,"Hi wacky kid, we are sorry you are facing problems with our app 😔 For us to investigate, please contact us and tell us your Google Play ID “wacky kid” and let us know how we can help you. You can do so via chat or call from the app, or call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙

"
130,2024-02-01 01:29:18,Android,Trust,1.0,Scam app money is not getting sanctioned and always showing pending after submission of documents using for documents collection nothing else,"Hi Raghav, we are sorry you are facing problems with submitting your documents 😔 For us to investigate, please contact us and tell us your Google Play ID “Raghav” and let us know how we can help you. You can do so via chat or call from the app, or call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙"
131,2024-01-31 21:32:09,Android,Trust,5.0,Easy to use. Good currency exchange rate.,"Hi Lester Ang, we are glad that you like our app. Thank you for rating us 💙 💜

"
132,2024-01-31 18:53:03,Android,Trust,1.0,"There is a lot of irrelevant ads.And the interface is so worse ,it's confusing and not at all user freindly","Hi Alan Jose, we are sorry you are facing problems with the new UI 😔 For us to investigate, please contact us and tell us your Google Play ID “Alan Jose” and let us know how we can help you. You can do so via chat or call from the app, or call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙"
133,2024-01-31 16:28:34,Android,Trust,1.0,This bank is good but although it's processing function is really slow .very disappointed .,"Hi, we are sorry you are facing problems with our app 😔 For us to investigate, please contact us and tell us your Google Play ID “ABINANDH KS” and let us know how we can help you. You can do so via chat or call from the app, or call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙"
134,2024-01-31 16:24:37,Android,Trust,1.0,Trust bank app is nothing but a fraud app don't use this app just waste of time,"Hi, we are sorry you are facing problems with our app 😔 For us to investigate, please contact us and tell us your Google Play ID “aswin aravind"" and let us know how we can help you. You can do so via chat or call from the app, or call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙"
135,2024-01-31 16:24:14,Android,Trust,1.0,This app is not working and it's don't download is net loss and fake app,"Hi, we are sorry you are facing problems with our app 😔 For us to investigate, please contact us and tell us your Google Play ID “Amal Dev"" and let us know how we can help you. You can do so via chat or call from the app, or call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙

"
136,2024-01-31 16:23:32,Android,Trust,1.0,This app! Not good app dumb app it is.Had to redo this multiple times.don't dowload this app.,"Hi, we are sorry you are facing problems with our app 😔 For us to investigate, please contact us and tell us your Google Play ID “Abhijith Kannan"" and let us know how we can help you. You can do so via chat or call from the app, or call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙
"
137,2024-01-31 16:18:19,Android,Trust,1.0,Very much disappointed with this app Just time waste. When it comes to online digital banking also it's useless,"Hi, we are sorry you are facing problems with our app 😔 For us to investigate, please contact us and tell us your Google Play ID “ Sana"" and let us know how we can help you. You can do so via chat or call from the app, or call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙
"
138,2024-01-31 16:17:53,Android,Trust,1.0,One of the worst application.so much bugs and irritating interface.Try to avoid.,"Hi, we are sorry you are facing problems with our app 😔 For us to investigate, please contact us and tell us your Google Play ID “Adhil Eruvath"" and let us know how we can help you. You can do so via chat or call from the app, or call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙
"
139,2024-01-31 16:16:25,Android,Trust,1.0,This is one of the worst app that I have used. This app contains many bugs and gets stuck when we are using.,"Hi, we are sorry you are facing problems with our app 😔 For us to investigate, please contact us and tell us your Google Play ID “Anantha Krishnan"" and let us know how we can help you. You can do so via chat or call from the app, or call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙
"
140,2024-01-31 16:14:20,Android,Trust,1.0,"I know security is very important, but asking to disable a third party accessibility app with no way to set exceptions is just lazy coding. After logging in and setting 2 types of pin, for some random reason, the next time I access the app,it's asking to log in again... and set a new unique pin. In a day, I have to go through this cycle every time I want to access the app Security for the app is too tight to make it even remotely useful for everyday use.","Hi, we are sorry you are facing problems with our app 😔 For us to investigate, please contact us and tell us your Google Play ID “Amal Dev"" and let us know how we can help you. You can do so via chat or call from the app, or call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙
"
141,2024-01-31 16:13:56,Android,Trust,1.0,"App is frustratingly slow and prone to frequent crashes, making banking tasks an exasperating experience. The user interface is also outdated and lacks user-friendly features.","Hi, we are sorry you are facing problems with our app 😔 For us to investigate, please contact us and tell us your Google Play ID “Sreeram N"" and let us know how we can help you. You can do so via chat or call from the app, or call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙
"
142,2024-01-31 16:12:55,Android,Trust,1.0,This app is useless transactio. Often ask me to redirect the issue to the merchant instead since Trust cannot provide the refund as they have made the transaction.This app is not trustable,"Hi, we are sorry you are facing problems with our app 😔 For us to investigate, please contact us and tell us your Google Play ID “MEENU Meenu"" and let us know how we can help you. You can do so via chat or call from the app, or call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙
"
143,2024-01-31 16:10:36,Android,Trust,1.0,"Trust Bank SG's app is a mess – outdated, glitchy, and unhelpful.","Hi, we are sorry you are facing problems with our app 😔 For us to investigate, please contact us and tell us your Google Play ID “Vishnu Mv"" and let us know how we can help you. You can do so via chat or call from the app, or call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙
"
144,2024-01-31 16:09:19,Android,Trust,1.0,The worst app i ever seen and not recommended verybad app,"Hi, we are sorry you are facing problems with our app 😔 For us to investigate, please contact us and tell us your Google Play ID “IRGAN IT"" and let us know how we can help you. You can do so via chat or call from the app, or call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙
"
145,2024-01-31 16:07:29,Android,Trust,1.0,Worst app that i had used.. Not getting even proper otp to login...,"Hi, we are sorry you are facing problems with our app 😔 For us to investigate, please contact us and tell us your Google Play ID “Suhara Karim"" and let us know how we can help you. You can do so via chat or call from the app, or call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙"
146,2024-01-31 16:06:05,Android,Trust,1.0,"I am very disappointed with the app.I am very unhappy with the Trust app.I have updated the app several time, but the problems persists.I need a remedy for this issue immediately.","Hi, we are sorry you are facing problems with our app 😔 For us to investigate, please contact us and tell us your Google Play ID “Sajnashameer"" and let us know how we can help you. You can do so via chat or call from the app, or call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙
"
147,2024-01-31 16:05:23,Android,Trust,1.0,"Don't trust guys the app is very annoying and had bad interface, it's not a useful app","Hi, we are sorry you are facing problems with our app 😔 For us to investigate, please contact us and tell us your Google Play ID “Amal Ambrose"" and let us know how we can help you. You can do so via chat or call from the app, or call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙

"
