id,date,bank,client,rating,sentiment,intent,service,issue,review
1034,45292,Trust,Android,4,Positive,Praise,B,B2,Logout feature on the main page of the app. The app should have a LOGOUT feature with timing at the mainpage of the app.
1035,45292,Trust,Android,1,Negative,Complaint,C,C3,"I wrote a complaint that there were attempts to make deductions from my Trust bank. Between 23 to 25 Oct there were daily attempts to charge bus fare using the app. She said the deduction failed due to insufficient funds. The important thing is I did not make the transaction. Your staff did not seem to understand me. Fortunately, I did not put any money in and I don't think I will be any time soon. Could your IT security look into this."
1036,45292,Trust,Android,5,Positive,Complaint,D,D5,Best banking app I've ever used
1037,45292,Trust,Android,1,Positive,Complaint,A,A4,"Your trust indicate my Norton security as malware what a joke , trust cannot be trusted better uninstall"
1038,45292,Trust,Android,1,Positive,Praise,B,B2,"Trust key is not working. Cannot do fund transfer. Cannot PayNow. A blackhole, money can go in, money cannot go out. Next escalation to report to MAS."
1039,45292,Trust,Android,1,Positive,Complaint,A,A4,Today encountered 3 TIMES asking me to reset app. What the hell is this? Very unreliable and unstable. Will close this account.
1040,45292,Trust,Android,2,Negative,Feedback,B,B2,This card will print your full name on it instead of given name. Trust Bank lacks of awareness of privacy and safety. I asked the Trust staff to reprint my given name on it and it refused to do so. It's a risk that if the card falls into wrong hands with your full name on it. Be aware! All my banks' cards are printed with my given name on it and NOT a full name!
1041,45292,Trust,Android,2,Neutral,Praise,D,D5,It keeps showing app not responding after login
1042,45292,Trust,Android,3,Positive,Complaint,D,D5,Applying for Credit card ends up in error
1043,45292,Trust,Android,1,Positive,Praise,A,A4,Keep prompting that app is not responding. In times when transfer or payment is needed this causes big problem. Pls get the app fix!!!
1044,45292,Trust,Android,3,Neutral,Complaint,C,C3,"I've updated my pin for a few times for the past week, but app still recognises only the old pin. Then what process did I go through actually?"
1045,45292,Trust,Android,1,Positive,Feedback,D,D5,Problem problem What number to call?
1046,45292,Trust,Android,1,Negative,Feedback,C,C3,"App kept asking me to relogin again and assumed i deleted or reinstalled the app. Had to redo this multiple times. Very unreliable. Because the trust key is needed to send money, and every time it gets reset, i need to wait for the activation. Contacted your help. Customer sevrice is clueless and just tell me to reinstall. I'm super surprised and annoyed until i see comments from others having the same issues. I'm going to stop using this app and transfer all money out."
1047,45292,Trust,Android,5,Negative,Complaint,D,D5,Edit: app is working well now and its been smooth.
1048,45292,Trust,Android,1,Positive,Complaint,C,C3,Lousy
1049,45292,Trust,Android,1,Negative,Complaint,B,B2,"The app redemption history record does not show any info like date, timez location etc. Causing troubling with the cashier if you accidently dismiss the spash redemption screen. Bad experience."
1050,45292,Trust,Android,3,Negative,Praise,B,B2,"Most of the time Scan and pay doesn't work, it's shows some error, same QR works perfectly for other banking apps."
1051,45292,Trust,Android,1,Neutral,Praise,B,B2,this bank has the WORST customer care ever. experienced a bug with the app and had to ask FOUR TIMES for the email to send my screen recording to
1052,45292,Trust,Android,1,Negative,Complaint,B,B2,"I have been unable to log into the app since 3 days ago. An error message ""we are unable to log you in with singpass now"" keeps popping up. Worrying as everything is managed through the app -there's no other way to see the card transactions"
1053,45292,Trust,Android,5,Neutral,Feedback,C,C3,Starting has 10 dollar voucher and can redeem 4 packets of ntuc tissue. Not bad
1054,45292,Trust,Android,5,Positive,Complaint,A,A4,Exchange rate is cparable to Utrip and do not need to top up when on need.
1055,45292,Trust,Android,1,Positive,Praise,C,C3,"very disappointing.Trust bank does not have website alternative and the app can ONLY login using Singpass app, cannot use Singpass ID and password, so now I cannot access my account because I have issues with singpass app☹️"
1056,45292,Trust,Android,3,Negative,Complaint,B,B2,Everytime login using fingerprint will turn up my phone screen brightness to maximum and won't change back by itself. App lauching speed could be improve. Nice customer service tho. Please keep it up.
1057,45292,Trust,Android,1,Negative,Praise,A,A4,"16.01.24 want to make a transfer to Uob Bank from Trust Savings account. App asked to reset Trust Key, I had to wait for 12hrs to activate the Trust Key. Today 17.01.24, after more than 12hrs, not able to use the Trust Key, indicates something went wrong. Call customer care, told me to wait 3 to 5 days for them to get back to me. Told them I need the funds before the Uob bank close. Definitely going to close the Savings account. Easy to transfer $ in, so difficult to transfer $ out."
1058,45292,Trust,Android,2,Neutral,Complaint,A,A4,"While the TrustBank is promising, I'm afraid the app fail in comparison. Signing up is superb and easy. Logging in is difficult and full of hurdles. I've setup the biometric login and all, but randomly getting notifications every now and then that I appear to reinstalled the app so I need to login with mobile number again, set the passcode again. And again. Less than a 1 day user but that happened 4x already. Reaching out here so it can be addressed. Cheers"
1059,45292,Trust,Android,1,Positive,Praise,B,B2,Scam app beware folks
1060,45292,Trust,Android,5,Neutral,Feedback,B,B2,"Helpful staff when you encounter problem with your purchases using Trust card. Good that it has no annual fees, no overseas transactions fees too."
1061,45292,Trust,Android,5,Positive,Praise,A,A4,Ease and fast to open a savings account!
1062,45292,Trust,Android,1,Negative,Complaint,A,A4,My stored login automatically getting deleted. Every time Asking to login using singpass
1063,45292,Trust,Android,1,Neutral,Praise,D,D5,The app keeps crashed whenever I open on my Android 9 Samsung phone.
1064,45292,Trust,Android,1,Negative,Feedback,D,D5,This app is horrible recently. The loan advertisement keeps coming up. Super slow and terrible customer service that will happily end the chat if you don't respond within a min. Strongly recommend to avoid. Got randomly charged by trust bank. Called them but nobody followed up. Waited two months and called again they said there is no records and will try to follow up again. It's a small price to pay but just delete the app.
1065,45292,Trust,Android,5,Positive,Praise,B,B2,Good value easy use
1066,45292,Trust,Android,2,Negative,Complaint,B,B2,Is it me or everybody. Transaction now doesn't appear anymore. ?
1067,45292,Trust,Android,3,Neutral,Complaint,B,B2,it keeps asking to login again these days with no reason. it's being reset a few times..
1068,45292,Trust,Android,5,Negative,Complaint,A,A4,"Dear sir I change my HP to new HP, please tell me how to do. Because to I went to the Supermarket buy thing my HP can not pay for it"
1069,45292,Trust,Android,5,Negative,Complaint,C,C3,Fantastic and Fun App with value for money. No need min balance of $500 which is the best part.
1070,45292,Trust,Android,1,Negative,Praise,B,B2,Past 3 days the app forced me to re-setup TWICE! What kind of User Experience is this?
1071,45292,Trust,Android,4,Neutral,Praise,B,B2,"I mean it works great, promos good, rewards good. 1 issue with it is at times the old transactions morph, which I am not quite used to. I made an overseas online purchase and the transaction confirmation was sent to my mail but appeared as a different amount in my money section. When I checked with the merchant, the old transaction disappeared and a new one came in on a new day. I am not sure I ""trust"" an app for record keeping when it can CRUD anytime and day with no notice or confirmation."
1072,45292,Trust,Android,2,Neutral,Feedback,A,A4,"Posted transactions take too long to be confirmed and fed into the bonus calculations. This confuses the user as to whether he meets the bonus criteria. There is a feature on ""monthly bonus tracker"" that asks me to spend outside FPG. I cannot find any explanation on what that is and how different that is from the spend bonus. This app is too cluttered and very confusing"
1073,45292,Trust,Android,5,Neutral,Feedback,D,D5,Very good
1074,45292,Trust,Android,2,Neutral,Feedback,A,A4,"If you have forgotten to change the card to debit card and you charge it overseas, then you must make full payment for your credit card ASAP. If not, you will be charged full interest rate of about 25%. Even you make full payment before the credit card next due date, you will still be charged cash advance interest from 1st of the month till the date of your payment."
1075,45292,Trust,Android,4,Positive,Complaint,A,A4,Not sure why cannot uninstall while application is pending. What if there was an error with the phone or app installation?
1076,45292,Trust,Android,5,Neutral,Complaint,A,A4,Convenient to use
1077,45292,Trust,Android,1,Positive,Praise,D,D5,Called customer care & was instructed to re-apply! Re-applied and radio silence thus far!
1078,45292,Trust,Android,2,Positive,Praise,A,A4,app keep showing ANR after login
1079,45292,Trust,Android,5,Positive,Feedback,C,C3,So far so good! Easy application process via the app.
